UID,Name,Age,Weight,Height,WR,Rc Injury,Nat,Division,Club,Wage,Asking Price,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Gls/90,Shots Outside Box/90,NP-xG/90,Gl Mst,xA,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90,Con/90,xSv %,Sv %
19339555,Mikael,33,85 kg,184 cm,,-,BRA,Campeonato Brasileiro Série A,Cuiabá,"$792,000 p/a",$600K,31/12/2032,ST (C),-,4,474,84%,-,0.31,0.38,0.19,0.38,-,0,4%,-0.85,1.33,0.19,1.9,0.35,0,1.62,0.38,50%,0.38,0,0,9.11,44%,3.99,0.38,2.85,17.85,7.97,0.95,12.1km,0.95,7.03,-,-,-,-,-,-,-
2002131892,Emerson,22,73 kg,179 cm,,-,BRA,Campeonato Brasileiro Série A,Cruzeiro,"$267,000 p/a",-,31/12/2034,"AM (R), ST (C)",-,4,536,84%,-,0.05,1.85,1.01,0.34,20%,0.67,11%,0.37,1.01,0.34,0.84,0.27,0,0.29,2.18,87%,0.67,0,0,4.03,8%,0.34,0.34,1.68,19.65,12.59,1.85,12.0km,3.36,10.58,-,-,-,-,-,-,-
2000272200,Lucas Loss,25,75 kg,185 cm,,-,BRA,Campeonato Brasileiro Série A,Flamengo,"$992,000 p/a",-,31/12/2035,D (C),-,19,"1,628",93%,0.06,0.04,5.36,0.28,0.17,25%,0.06,29%,1.46,0.17,0.11,0.06,0.03,0,0.76,1.38,74%,0.83,0.22,1.05,6.8,62%,4.2,0.33,17.64,2.32,5.2,0.17,11.1km,1.27,3.1,-,-,-,-,-,-,-
2002153011,Marcelo Teixeira,21,78 kg,182 cm,,-,BRA,Campeonato Brasileiro Série A,Vasco,"$1,084,000 p/a",-,31/12/2035,"D (C), DM, M (C)",D/M (C),10,814,91%,-,0.01,5.09,1,-,0%,0,29%,1.71,0.44,0.22,0.22,0.03,1,0.09,2.21,74%,1,0.22,0,2.87,65%,1.88,0.66,12.94,5.31,10.61,0.77,12.5km,2.76,9.4,-,-,-,-,-,-,-
19371114,Luquinha,31,63 kg,167 cm,,-,BRA,Campeonato Brasileiro Série A,RB Bragantino,"$1,264,000 p/a",-,31/12/2032,"M (C), AM (RC)","M (C), AM (R)",5,801,86%,0.34,0.35,2.36,1.69,0.22,11%,0,7%,-2.81,1.24,0.22,0.56,0.54,0,3.11,1.8,89%,0.9,0.11,0,4.27,8%,0.34,0.22,10.79,15.84,12.02,1.69,13.8km,2.58,10.45,-,-,-,-,-,-,-
2002119970,Saulo,24,80 kg,185 cm,,Pulled groin,BRA,Campeonato Brasileiro Série A,Vasco,"$6,390,000 p/a",-,31/12/2034,"M/AM (C), ST (C)",M/AM (C),16,"1,043",89%,0.09,0.08,0.6,0.6,0.09,14%,0.09,9%,0.1,1.29,0.26,0.78,0.25,0,0.92,1.38,73%,0.26,0,0.26,9.49,23%,2.16,-,3.28,12.17,7.94,1.9,12.4km,1.9,8.54,-,-,-,-,-,-,-
19371561,Saldanha,32,83 kg,185 cm,,-,BRA,Campeonato Brasileiro Série A,Botafogo,"$2,952,000 p/a",$1.4M,31/12/2032,"AM (LC), ST (C)",AM (LC),13,"1,180",83%,0.31,0.25,0.76,0.46,0.31,17%,0.08,12%,-0.29,1.68,0.46,1.3,0.48,0,3.28,1.07,93%,0.31,0.08,0,9.76,32%,3.13,0.08,2.14,20.29,5.57,0.76,10.9km,1.6,7.63,-,-,-,-,-,-,-
2002142922,Souza,21,67 kg,176 cm,,-,BRA,Campeonato Brasileiro Série A,Bahia,"$258,000 p/a",-,31/12/2034,"AM (RL), ST (C)",AM (R),4,832,87%,-,0.02,1.51,0.97,0.22,30%,0.32,13%,1.05,1.41,0.43,1.19,0.32,0,0.23,1.84,77%,0.76,0,0,6.81,17%,1.19,0.11,1.73,22.39,8.44,1.84,11.2km,3.14,7.9,-,-,-,-,-,-,-
2002131958,João Manoel,22,60 kg,165 cm,,-,BRA,Campeonato Brasileiro Série A,Cuiabá,"$808,000 p/a",-,30/6/2034,"AM (RL), ST (C)",AM (RL),23,"1,904",86%,0.05,0.04,0.76,0.57,0.09,14%,0.05,19%,3.18,1.61,0.52,0.8,0.37,0,0.89,0.85,72%,0.66,0,0.05,8.84,19%,1.7,0.09,1.28,18.58,5.67,1.61,11.3km,1.23,6.48,-,-,-,-,-,-,-
19363232,Ricardinho,31,76 kg,183 cm,,-,BRA,Campeonato Brasileiro Série A,Fortaleza,"$1,426,000 p/a",-,31/12/2033,"AM (R), ST (C)",AM (R),19,"1,387",85%,0.13,0.23,1.3,0.84,0.32,33%,0.13,11%,-0.8,1.49,0.39,1.3,0.39,0,3.5,1.3,71%,0.45,0,0.06,9.47,46%,4.35,0.06,2.66,16.16,7.07,0.71,11.5km,1.75,7.2,-,-,-,-,-,-,-
2002122511,Eric da Silva,22,73 kg,179 cm,,-,BRA,Campeonato Brasileiro Série A,São Paulo,"$811,000 p/a",-,31/12/2035,M (C),-,8,"1,081",87%,0.17,0.25,4.08,1.25,0.33,10%,0.08,10%,-0.07,0.58,0.17,0.83,0.17,0,3.01,2.83,97%,0.83,0,0.17,3.08,27%,0.83,0.17,10.41,10.66,7.99,0.67,12.0km,2.83,11.07,-,-,-,-,-,-,-
19346096,Gustavo Mantuan,30,76 kg,176 cm,,-,BRA,Campeonato Brasileiro Série A,Atlético Mineiro,"$1,063,000 p/a",-,31/12/2033,"M/AM (RLC), ST (C)","M (RLC), AM (C), ST (C)",20,"1,763",84%,0.46,0.19,3.78,1.07,0.51,20%,0.66,15%,0.45,0.66,0.2,0.36,0.18,0,3.73,2.45,81%,0.71,0,0,4.49,22%,0.97,0.51,6.69,12.4,14.4,2.5,13.0km,3.47,11.59,-,-,-,-,-,-,-
2002120919,Filipe Destefano,21,71 kg,180 cm,,-,BRA,Campeonato Brasileiro Série A,Fluminense,"$295,000 p/a",-,31/12/2035,"D (RLC), WB/AM (R)","D (LC), AM (R)",20,"1,794",89%,-,0.04,5.57,0.8,0.25,5%,0.1,-,-0.46,0.15,-,0.2,0.02,0,0.83,2.61,85%,0.9,0.1,0.3,4.31,63%,2.71,0.4,11.39,13.29,14.25,1.91,12.9km,2.41,8.88,-,-,-,-,-,-,-
2000055284,Ângelo,27,67 kg,174 cm,,-,BRA,Campeonato Brasileiro Série A,Internacional,"$3,341,000 p/a",-,31/12/2036,"AM (R), ST (C)",ST (C),27,"2,212",83%,0.16,0.35,2.89,1.42,1.1,11%,0.37,20%,5.18,1.26,0.57,0.73,0.36,0,8.54,1.99,70%,0.61,0.08,0,5.05,28%,1.42,0.2,6.63,13.26,13.67,3.05,12.0km,3.58,13.63,-,-,-,-,-,-,-
19291193,Ulisses,32,79 kg,186 cm,,-,BRA,Campeonato Brasileiro Série A,Cuiabá,"$1,143,000 p/a",-,31/12/2032,D (C),-,10,894,91%,0.1,0.04,3.83,0.3,-,-,0,25%,0.14,0.2,0.1,0.1,0.09,0,0.36,1.21,75%,0.81,0.3,1.01,8.46,68%,5.74,0.3,14.8,4.03,4.83,0.3,10.8km,1.31,3.12,-,-,-,-,-,-,-
2002152637,Rousimar Sestrem,20,87 kg,193 cm,,-,BRA,Campeonato Brasileiro Série A,Palmeiras,"$592,000 p/a",-,31/12/2035,D/M (RC),M (RC),19,"1,570",88%,-,0.05,5.96,0.4,0.11,10%,0.17,-,-0.63,0.06,-,0.17,0.04,0,0.82,3.04,83%,0.92,0.06,0.52,4.99,67%,3.32,0.4,11.58,13.01,12.67,0.92,12.5km,2.75,8.6,-,-,-,-,-,-,-
2000251840,Gonzalo Escudero,25,83 kg,181 cm,,-,ARG,Campeonato Brasileiro Série A,Flamengo,"$974,000 p/a",-,31/12/2034,"D (LC), DM","D (L), DM",11,"1,047",93%,-,0.03,4.64,0.26,0.17,33%,0.09,-,-0.51,0.09,-,0.09,0.04,0,0.37,1.38,100%,0.86,0.09,0.77,5.85,50%,2.92,0.34,20.46,2.23,5.67,0.26,11.6km,1.03,2.32,-,-,-,-,-,-,-
19375640,André,30,77 kg,177 cm,,-,BRA,Campeonato Brasileiro Série A,Flamengo,"$8,925,000 p/a",-,31/12/2033,"D (C), DM, M (C)",D (C),24,"2,039",94%,0.09,0.14,5.12,1.06,0.44,14%,0.09,4%,-1.08,0.26,0.04,0.57,0.09,0,3.25,1.77,73%,0.71,0,0.35,3.35,55%,1.85,0.44,16.2,3.8,12.18,0.75,12.8km,2.56,8.65,-,-,-,-,-,-,-
19226197,Lucas Perri,34,95 kg,197 cm,,-,BRA,Campeonato Brasileiro Série A,RB Bragantino,"$5,194,000 p/a",-,31/12/2033,GK,-,30,"2,624",88%,-,0,0,0,-,-,-,-,0,-,-,-,0,0,0,0,0%,0.62,0,0,-,-,-,-,5.62,5.01,0,-,6.1km,0,0,8,39,19,-0.04,0.96,90%,70%
2000192476,Bahia,26,70 kg,179 cm,,-,BRA,Campeonato Brasileiro Série A,Cuiabá,"$2,175,000 p/a",-,31/12/2036,"DM, M (C)",-,21,"1,562",88%,0.23,0.35,5.76,0.98,0.35,20%,0.12,14%,0.78,0.4,0.17,0.35,0.13,0,6.02,2.48,77%,0.63,0.06,0.23,3.69,31%,1.15,0.29,14.92,5.36,11.12,0.92,12.0km,3.4,10.72,-,-,-,-,-,-,-
2002119857,Ney,23,81 kg,186 cm,,-,BRA,Campeonato Brasileiro Série A,RB Bragantino,"$5,538,000 p/a",-,31/12/2036,M/AM (C),-,28,"2,388",89%,0.08,0.15,3.13,1.51,0.23,18%,0.19,9%,-0.57,0.19,0.04,0.11,0.06,0,3.95,1.88,86%,0.53,0.04,0.08,3.54,35%,1.24,0.23,11.31,13.38,12.25,1.43,13.5km,2.86,11.19,-,-,-,-,-,-,-
2002120035,Guilherme,23,77 kg,183 cm,,Pulled groin,BRA,Campeonato Brasileiro Série A,Atlético Mineiro,"$594,000 p/a",-,31/12/2035,"D (LC), DM, AM (R)","D (L), DM, AM (R)",31,"2,735",89%,0.07,0.04,5.27,0.53,0.1,27%,0.23,13%,0.64,0.13,0.03,0.1,0.01,0,1.34,2.14,82%,1.65,0.2,0.56,4.97,62%,3.09,0.66,17.28,6.32,9.67,1.12,12.4km,1.84,6.12,-,-,-,-,-,-,-
2002121218,Alex,22,77 kg,179 cm,,Tight groin,BRA,Campeonato Brasileiro Série A,Corinthians,"$1,171,000 p/a",-,31/12/2035,"D (C), DM, M (C)",D (C),4,647,92%,0.28,0.18,4.31,0.56,0.14,-,0,-,-0.85,0.14,-,0.56,0.12,0,1.28,1.39,83%,1.39,0.14,0,3.89,61%,2.36,0.56,13.63,7.79,9.88,0.28,12.0km,1.67,8.21,-,-,-,-,-,-,-
19290878,Thiago Couto,33,79 kg,188 cm,,Broken nose,BRA,Campeonato Brasileiro Série A,Palmeiras,"$822,000 p/a",-,31/12/2032,GK,-,16,"1,419",74%,-,0,0,0,-,-,-,-,0,-,-,-,0,0,0,0,0%,6.47,0,0,-,-,-,-,3.74,5.45,0,-,5.2km,0,0,5,20,12,0.18,0.82,85%,74%
2002152702,José Vitor,20,74 kg,181 cm,,-,BRA,Campeonato Brasileiro Série A,Cruzeiro,"$288,000 p/a",-,31/12/2035,D/WB/AM (L),WB/AM (L),14,"1,222",87%,0.07,0.11,5.6,1.03,-,17%,0.44,-,-0.2,0.07,-,0.22,0.01,0,1.45,3.61,89%,0.88,0.07,0.15,4.35,86%,3.76,0.66,10.97,12.82,14.88,1.99,13.2km,2.87,10.16,-,-,-,-,-,-,-
2002161049,Jailson,20,73 kg,176 cm,,-,BRA,Campeonato Brasileiro Série A,Internacional,"$318,000 p/a",-,31/12/2036,D (C),-,32,"2,910",92%,0.06,0.06,3.46,0.28,0.19,100%,0.03,-,-0.97,0.09,-,0.15,0.03,0,1.88,1.21,85%,0.62,0.12,0.43,5.29,71%,3.77,0.56,18.96,3.19,5.13,0.12,11.4km,0.99,2.78,-,-,-,-,-,-,-
19340030,Bruno Costa,32,63 kg,170 cm,,-,BRA,Campeonato Brasileiro Série A,CRB,"$320,000 p/a",$600K,31/12/2032,"M (L), AM (RLC), ST (C)","M (L), AM (RC), ST (C)",10,"1,078",85%,0.08,0.22,3.09,1.59,0.33,16%,0.5,7%,-1.72,0.67,0.17,0.75,0.31,0,2.63,2.17,72%,0.67,0,0,4.01,21%,0.83,0.33,4.42,18.37,14.53,2.5,12.7km,3.84,13.11,-,-,-,-,-,-,-
2002152577,Ken Runco,21,60 kg,162 cm,,-,BRA,Campeonato Brasileiro Série A,São Paulo,"$1,371,000 p/a",-,31/12/2035,"M (C), AM (RC)",M/AM (C),26,"2,092",85%,0.3,0.29,4.04,3.1,0.9,23%,1.12,16%,2.15,0.86,0.34,1.08,0.22,0,6.68,2.32,79%,0.6,0.04,0,3.1,24%,0.73,0.04,6.11,13.21,12.78,3.53,12.4km,2.97,12.95,-,-,-,-,-,-,-
2000049548,Sebastián Sánchez,30,69 kg,172 cm,,-,ARG,Campeonato Brasileiro Série A,Cuiabá,"$919,000 p/a",-,31/12/2033,"DM, M (C)",-,23,"1,967",87%,0.37,0.46,3.52,0.78,0.92,0%,0,5%,-1.49,0.37,0.05,0.37,0.11,0,10.02,1.65,78%,0.87,0.09,0.14,3.16,26%,0.82,0.41,14.09,8.97,10.8,0.96,12.3km,2.33,11.94,-,-,-,-,-,-,-
2000073485,Werton,28,75 kg,170 cm,,-,BRA,Campeonato Brasileiro Série A,América,"$519,000 p/a",-,31/12/2034,"AM (RL), ST (C)","AM (R), ST (C)",4,629,79%,0.29,0.31,4.01,2.29,0.29,14%,0.29,6%,-1.91,0.72,0.14,0.72,0.42,0,2.15,3.15,92%,1,0.14,0,4.72,15%,0.72,0.14,6.15,11.73,13.45,2.15,12.4km,3.72,11.45,-,-,-,-,-,-,-
2002152676,José,21,65 kg,166 cm,,-,BRA,Campeonato Brasileiro Série A,Botafogo,"$297,000 p/a",-,31/12/2034,"D (RL), WB (L)",WB (L),14,"1,302",86%,0.07,0.06,5.94,0.69,0.07,10%,0.21,-,-0.18,0,-,0,0.01,0,0.84,3.53,84%,0.97,0.07,0.14,3.53,39%,1.38,0.69,11.89,15.76,15.28,0.97,12.9km,2.7,8.78,-,-,-,-,-,-,-
2002121481,Luís Henrique,22,82 kg,187 cm,,-,BRA,Campeonato Brasileiro Série A,Fortaleza,"$955,000 p/a",-,31/12/2036,D (RLC),D (LC),9,647,90%,-,0.01,4.87,0.7,0.14,0%,0,-,-0.1,0,-,0.14,0.01,0,0.04,1.95,78%,0.97,0.14,0.7,6.26,47%,2.92,0.56,10.15,15.86,14.74,1.25,12.1km,1.53,7.51,-,-,-,-,-,-,-
95081385,Otávio,30,83 kg,187 cm,,-,BRA,Campeonato Brasileiro Série A,Vasco,"$4,991,000 p/a",-,31/12/2034,D (C),-,30,"2,446",95%,0.15,0.12,5.04,0.26,0.07,67%,0.07,-,-2.51,0.18,-,0.11,0.09,0,3.32,1.18,82%,0.81,0.18,0.77,6.73,70%,4.71,0.59,18.73,2.28,6.33,0.07,11.9km,0.96,2.69,-,-,-,-,-,-,-
2000049003,Raul Gustavo,33,77 kg,190 cm,,-,BRA,Campeonato Brasileiro Série A,América,"$610,000 p/a",-,31/12/2032,D (C),-,20,"1,734",89%,-,0.07,3.89,0.26,0.21,25%,0.05,-,-1.04,0.05,-,0.26,0.05,0,1.37,1.25,86%,1.56,0.31,0.99,8.1,81%,6.59,0.73,17.49,3.22,4.52,0.05,11.0km,1.04,2.96,-,-,-,-,-,-,-
2002142695,Bebeto,21,70 kg,178 cm,,-,BRA,Campeonato Brasileiro Série A,Paranaense,"$508,000 p/a",-,31/12/2035,"M/AM (R), ST (C)",M/AM (R),1,321,88%,-,0.06,0.56,0.28,-,0%,0,23%,1.75,1.4,0.84,0.56,0.35,0,0.22,0.84,100%,0,0,0,7.29,31%,2.24,0.28,0.84,19.63,5.61,0.56,11.6km,1.12,6.45,-,-,-,-,-,-,-
2000053834,Rwan Cruz,31,73 kg,187 cm,,Tight groin,BRA,Campeonato Brasileiro Série A,CRB,"$308,000 p/a",-,31/12/2033,"AM (L), ST (C)",AM (L),19,"1,451",84%,0.12,0.15,0.43,0.5,0.19,0%,0,11%,-0.96,1.8,0.37,0.87,0.43,0,2.45,1.24,74%,0.37,0,0,9.86,42%,4.09,0.19,2.23,17.55,6.45,1.05,11.5km,1.67,7.13,-,-,-,-,-,-,-
2000123482,Murillo,29,83 kg,188 cm,,-,BRA,Campeonato Brasileiro Série A,Grêmio,"$2,565,000 p/a",-,31/12/2034,"D (LC), DM","D (L), DM",30,"2,536",92%,0.04,0.06,4.68,0.35,0.07,0%,0,-,-1.6,0.14,-,0.18,0.06,0,1.55,1.28,78%,0.89,0.14,0.43,6.28,70%,4.4,0.75,19.84,2.45,7.17,0.67,11.9km,1.17,3.87,-,-,-,-,-,-,-
19352200,Brenno,33,83 kg,189 cm,,-,BRA,Campeonato Brasileiro Série A,Fluminense,"$3,602,000 p/a",-,31/12/2034,GK,-,29,"2,544",71%,0.04,0.01,0.32,0.04,-,-,-,-,0,-,-,-,0,1,0.15,0.04,33%,6.58,0,0,-,-,-,-,5.77,7.11,0,-,5.8km,0,0,17,52,22,0.31,0.99,85%,80%
14229897,Rodrigo Herrera,31,76 kg,181 cm,,-,ARG,Campeonato Brasileiro Série A,Cruzeiro,"$2,145,000 p/a",-,31/12/2033,"D (C), DM, M (C)",D/M (C),20,"1,577",91%,0.4,0.24,4.11,0.97,0.17,17%,0.06,11%,-0.27,0.06,0.06,0.11,0.07,0,4.26,2.63,82%,1.03,0.06,0.4,4.57,58%,2.63,0.57,14.9,6.22,11.64,0.63,13.0km,3.37,10.73,-,-,-,-,-,-,-
2002119851,Sérgio Monteiro Dutra,24,81 kg,185 cm,,-,BRA,Campeonato Brasileiro Série A,Palmeiras,"$5,035,000 p/a",-,31/12/2034,"D (C), DM",-,29,"2,415",94%,0.04,0.04,4.55,0.15,0.04,50%,0.04,-,-1.51,0.26,-,0.37,0.06,0,1.14,1.34,84%,0.89,0.22,0.78,6.71,72%,4.84,0.45,17.37,2.76,5.59,0.3,11.4km,1.27,3.2,-,-,-,-,-,-,-
2002131861,Alan Kardec,23,78 kg,182 cm,,-,BRA,Campeonato Brasileiro Série A,Botafogo,"$1,272,000 p/a",-,31/12/2035,"D (C), DM",DM,31,"2,696",89%,0.03,0.01,4.31,0.33,0.03,0%,0,10%,0.04,0.03,0.03,0.07,0.03,0,0.35,1.37,85%,1.27,0.33,0.73,7.48,60%,4.47,0.53,18.93,3.2,5.74,0.37,11.9km,1.27,3.27,-,-,-,-,-,-,-
19411614,Carlos Alberto,30,75 kg,179 cm,,-,BRA,Campeonato Brasileiro Série A,CRB,"$445,000 p/a",-,31/12/2034,"AM (RL), ST (C)",ST (C),25,"1,961",87%,0.09,0.17,2.52,1.38,0.37,12%,0.6,11%,-2.84,0.92,0.23,0.55,0.36,0,3.68,2.52,93%,0.87,0,0.09,4.54,36%,1.65,0.55,4.86,21.43,15.51,2.66,12.4km,3.12,11.98,-,-,-,-,-,-,-
2000215083,Derik,26,59 kg,167 cm,,-,BRA,Campeonato Brasileiro Série A,América,"$243,000 p/a",-,31/12/2034,D/WB/M/AM (L),WB/M/AM (L),16,"1,266",86%,0.07,0.07,5.47,0.78,0.14,3%,0.07,-,-0.47,0,-,0,0.03,0,0.95,2.42,71%,1,0.07,0.28,3.13,48%,1.49,0.85,10.38,14.08,13.22,1.92,11.9km,2.84,9.38,-,-,-,-,-,-,-
14243901,Patricio Tanda,30,71 kg,176 cm,,-,ARG,Campeonato Brasileiro Série A,Grêmio,"$815,000 p/a",-,31/12/2032,"DM, M (C)",-,16,"1,682",89%,0.27,0.22,3.69,1.23,0.32,18%,0.21,18%,1.03,0.59,0.27,0.54,0.21,0,4.17,2.51,89%,0.7,0.05,0.37,4.39,32%,1.39,0.11,13,10.49,10.54,0.59,12.1km,3.1,11.13,-,-,-,-,-,-,-
19406135,Martinelli,30,70 kg,176 cm,,-,BRA,Campeonato Brasileiro Série A,Grêmio,"$4,291,000 p/a",-,31/12/2034,"DM, M (C)",M (C),27,"2,110",88%,0.6,0.33,4.05,1.83,0.47,14%,0.13,13%,-0.22,0.77,0.21,0.47,0.22,0,7.7,1.96,85%,0.47,0,0,2.35,33%,0.77,0.26,15.7,10.28,10.88,1.71,12.6km,2.86,11.82,-,-,-,-,-,-,-
2000114741,Franco Jaroszewicz,25,92 kg,189 cm,,-,ARG,Campeonato Brasileiro Série A,Vasco,"$2,206,000 p/a",-,31/12/2034,GK,-,29,"2,499",75%,-,0,0,0,-,-,-,-,0,-,-,-,0,1,0,-,-,1.3,0,0,-,-,-,-,4.18,6.01,0,-,6.0km,0,0,8,41,19,0.09,1.01,88%,70%
2002120189,Thomas,24,79 kg,183 cm,,-,BRA,Campeonato Brasileiro Série A,Bahia,"$670,000 p/a",-,31/12/2033,"DM, M/AM (C)",AM (C),16,"1,302",88%,0.07,0.05,3.94,0.97,0.07,9%,0.07,20%,0.84,0.28,0.14,0.48,0.08,0,0.75,1.45,72%,1.31,0,0.21,4.01,59%,2.35,0.55,10.09,10.37,9.95,0.76,12.6km,2.49,10.02,-,-,-,-,-,-,-
25062133,David Jurásek,31,74 kg,183 cm,,-,CZE,Campeonato Brasileiro Série A,Palmeiras,"$4,922,000 p/a",-,31/12/2033,D/WB (L),WB (L),27,"2,179",88%,0.25,0.11,7.81,1.24,0.12,12%,0.21,-,-1.19,0.12,-,0.21,0.05,0,2.59,2.97,81%,0.7,0.25,0.12,4.13,71%,2.93,0.54,13.22,14.75,15.08,1.45,13.1km,2.85,9.25,-,-,-,-,-,-,-
25062522,Adam Karabec,28,78 kg,187 cm,,-,CZE,Campeonato Brasileiro Série A,Internacional,"$1,234,000 p/a",$3.5M,31/12/2033,"DM, M/AM (C)","DM, M (C)",8,726,92%,0.12,0.18,2.73,1.12,0.37,24%,0.37,6%,-0.95,0.87,0.12,0.37,0.24,0,1.48,1.24,71%,1.24,0,0,4.46,31%,1.36,0.37,10.29,7.44,10.79,0.37,12.1km,2.36,10.17,-,-,-,-,-,-,-
2002121003,Cassiano,23,71 kg,176 cm,,-,BRA,Campeonato Brasileiro Série A,CRB,"$54,000 p/a",-,31/12/2033,"M (R), AM (C), ST (C)","M (R), ST (C)",3,461,87%,0.39,0.18,2.15,1.37,0.59,33%,0.39,-,-0.94,0.78,-,0.2,0.18,0,0.94,0.78,50%,0.59,0,0,5.66,14%,0.78,-,8,24.79,10.93,0.78,13.3km,1.56,9.18,-,-,-,-,-,-,-
19377228,Nathan,30,81 kg,185 cm,,-,BRA,Campeonato Brasileiro Série A,Vitória,"$983,000 p/a",-,31/12/2033,D/WB/M/AM (R),M/AM (R),11,"1,064",87%,0.17,0.21,5.24,0.59,0.08,11%,0.25,14%,0.36,0.08,0.08,0.34,0.05,0,2.54,2.45,76%,0.93,0.25,0.51,5.41,75%,4.06,0.34,12.43,15.39,15.14,2.37,12.5km,2.45,8.54,-,-,-,-,-,-,-
2002170897,Jorge Luís,19,69 kg,177 cm,,-,BRA,Campeonato Brasileiro Série A,Vasco,"$344,000 p/a",-,31/12/2035,"D (RL), WB (L), DM, M (C)","D (R), DM, M (C)",31,"2,735",89%,0.03,0.04,6.55,0.95,0.2,13%,0.16,-,-1.01,0.1,-,0.07,0.03,0,1.12,2.9,81%,1.18,0.16,0.3,3.65,43%,1.58,0.49,12.7,12.14,14.97,0.95,12.4km,2.7,9.48,-,-,-,-,-,-,-
2002121216,Antônio Carlos,22,71 kg,176 cm,,Tight groin,BRA,Campeonato Brasileiro Série A,Santos,"$1,295,000 p/a",-,31/12/2036,"AM (RLC), ST (C)","AM (R), ST (C)",17,"1,201",82%,0.07,0.05,1.95,1.12,0.22,18%,0.15,18%,0.9,0.6,0.22,0.45,0.16,0,0.61,1.65,69%,0.82,0.07,0,3.37,20%,0.67,0.3,8.39,15.51,11.39,1.8,12.6km,2.55,9.74,-,-,-,-,-,-,-
14181170,Augusto Schott,32,70 kg,173 cm,,-,ARG,Campeonato Brasileiro Série A,Cruzeiro,"$1,424,000 p/a",-,31/12/2033,"D (RL), WB (R)","D (L), WB (R)",23,"2,041",90%,0.26,0.1,5.38,0.88,0.22,14%,0.4,6%,0.23,0.18,0.04,0.35,0.03,0,2.2,2.34,75%,1.1,0.18,0.18,4.15,71%,2.95,0.79,13.01,12.13,13.23,1.94,12.4km,2.2,9.26,-,-,-,-,-,-,-
19383256,Igor Paixão,31,63 kg,167 cm,,-,BRA,Campeonato Brasileiro Série A,Grêmio,"$3,010,000 p/a",-,31/12/2032,"AM (RLC), ST (C)",AM (RC),24,"1,899",86%,0.05,0.09,0.71,0.62,0.14,0%,0,16%,5.13,1.99,0.71,1.28,0.47,0,1.85,0.81,71%,0.57,0,0,6.54,19%,1.23,0.09,2.46,15.02,6.92,0.9,12.5km,1.23,7.06,-,-,-,-,-,-,-
2002161051,Evonir,20,67 kg,170 cm,,-,BRA,Campeonato Brasileiro Série A,Internacional,"$199,000 p/a",-,31/12/2035,"DM, M (C), AM (RC)","M (C), AM (RC)",6,"1,011",87%,0.09,0.15,4.99,1.07,0.09,0%,0,-,-1.12,0.27,-,0.45,0.1,0,1.7,2.85,80%,0.53,0,0.09,2.58,24%,0.62,0.18,12.11,6.68,12.11,0.53,13.2km,3.56,9.53,-,-,-,-,-,-,-
19273472,Vitinho,32,71 kg,175 cm,,-,BRA,Campeonato Brasileiro Série A,América,"$923,000 p/a",-,31/12/2032,D/WB/M/AM (RL),"M (L), AM (RL)",9,727,85%,-,0.12,4.95,0.62,0.37,16%,0.37,-,-0.93,0.37,-,0.37,0.12,0,0.96,2.48,83%,0.37,0,0.12,4.33,34%,1.49,-,8.17,13.25,13.87,2.23,11.9km,2.35,9.28,-,-,-,-,-,-,-
2002120088,Alan Mazzei,24,75 kg,181 cm,,-,BRA,Campeonato Brasileiro Série A,Cruzeiro,"$1,088,000 p/a",-,31/12/2035,D (C),-,15,"1,229",91%,-,0.02,4.54,0.22,-,-,0,17%,-0.52,0.07,0.07,0.07,0.11,0,0.32,1.46,77%,1.17,0.29,0.88,5.86,75%,4.39,0.37,16.55,3.44,4.91,0.29,11.2km,1.17,3.95,-,-,-,-,-,-,-
2002120828,Mazinho,24,75 kg,179 cm,,-,BRA,Campeonato Brasileiro Série A,Santos,"$218,000 p/a",$1.5M,31/12/2033,"D (C), DM",DM,14,"1,233",84%,0.07,0.08,3.8,0.29,0.07,-,0,-,-0.24,0,-,0.29,0.02,0,1.13,1.09,88%,1.09,0.15,0.58,6.5,74%,4.82,0.29,15.26,3.87,5.04,-,11.7km,0.88,3.14,-,-,-,-,-,-,-
19306946,Rodrigo Nestor,31,67 kg,175 cm,,-,BRA,Campeonato Brasileiro Série A,Paranaense,"$3,044,000 p/a",-,31/12/2033,"DM, M (C)",-,23,"1,766",91%,0.36,0.29,4.03,1.12,0.25,15%,0.05,7%,-0.07,0.46,0.1,0.71,0.11,0,5.6,1.78,65%,0.76,0.1,0.15,2.6,39%,1.02,0.56,12.18,9.33,11.21,1.78,12.3km,2.9,11.57,-,-,-,-,-,-,-
