UID,Name,Age,Weight,Height,Rc Injury,Nat,Division,Club,Wage,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Shots Outside Box/90,NP-xG/90,Gl Mst,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90
29054709,Ollie Norburn,32,80 kg,185 cm,-,GRN,Sky Bet League One,Blackpool,"€222,000 p/a",30/6/2026,"DM, M (C)",M (C),37,"2,356",91%,0.27,0.18,4.43,1.11,0.31,12%,0.11,-,-1,0.08,0.04,0.04,0,2.06,75%,1.03,0.15,0.46,4.35,52%,2.25,0.38,12.76,7.11,10.89,0.53,12.6km,2.64,9.82,-,-,-,-
15042509,Lachlan Jackson,30,83 kg,196 cm,-,AUS,Isuzu UTE A-League,Perth Glory,"€223,000 p/a",30/6/2028,D (C),-,28,"2,454",92%,-,0.04,3.23,0.18,0.07,0%,0,-,-0.94,0,0.11,0.03,0,1.25,77%,1.58,0.33,0.81,7.7,73%,5.61,0.66,20.02,2.13,5.02,0.11,11.1km,1.32,3.59,-,-,-,-
28083837,Lee Evans,30,86 kg,186 cm,-,WAL,Sky Bet League One,Wimbledon,"€224,000 p/a",30/6/2026,"DM, M (C)",-,46,"3,131",90%,0.2,0.29,4.6,1.15,0.37,9%,0.03,-,-1.17,0.03,0.14,0.03,0,2.3,84%,1.35,0.11,0.29,4.74,58%,2.73,0.63,13.91,6.21,9.26,0.2,12.6km,2.79,9.37,-,-,-,-
70024182,Recep Niyaz,29,62 kg,165 cm,-,TUR,Spor Toto 1. Lig,Eyüpspor,"€224,000 p/a",30/6/2027,M (C),-,16,"1,061",86%,0.17,0.26,5.09,0.76,0.59,19%,0.25,8%,-1.19,0.34,0.51,0.19,0,2.21,96%,1.02,0,0,2.63,35%,0.93,0.42,10.94,5.94,9.84,0.85,12.1km,2.71,10.69,-,-,-,-
12080052,Idrissa Camara,26,74 kg,179 cm,-,SEN,Spor Toto 1. Lig,Boluspor,"€224,000 p/a",30/6/2025,ST (C),-,37,"2,950",84%,0.03,0.08,0.79,0.64,0.09,11%,0.06,12%,1.58,1.34,1.16,0.35,0,1.65,75%,0.52,0.03,0.06,10.4,19%,1.98,0.06,2.68,15.07,6.44,1.07,11.6km,2.17,7.11,-,-,-,-
28084779,Sheyi Ojo,27,64 kg,186 cm,-,ENG,Sky Bet League One,Reading,"€225,000 p/a",30/6/2026,"M (L), AM (RLC)","M (L), AM (C)",34,"2,363",84%,0.15,0.16,2.4,1.1,0.27,22%,0.72,12%,0.73,0.61,0.5,0.2,0,2.13,79%,1.07,0.04,0.08,5.64,33%,1.87,0.5,5.94,16.19,13.06,3.01,12.1km,2.89,11.69,-,-,-,-
2000040427,Damienus Reverson,21,75 kg,182 cm,-,NED,Keuken Kampioen Divisie,AZ Alkmaar,"€225,000 p/a",30/6/2028,"AM (C), ST (C)",-,26,"2,057",84%,-,0.05,0.79,0.74,0.22,29%,0.22,14%,1.56,0.74,0.18,0.19,0,0.92,64%,0.39,0,0.09,12.38,52%,6.43,0.09,1.14,18.46,6.08,1.01,11.1km,1.49,5.56,-,-,-,-
28059579,James Husband,31,64 kg,178 cm,-,ENG,Sky Bet League One,Blackpool,"€225,000 p/a",30/6/2027,"D (LC), WB (L)",WB (L),40,"3,425",88%,0.18,0.13,3.89,0.66,0.21,9%,0.13,25%,-0.04,0.03,0.03,0.03,1,1.87,74%,1.31,0.42,0.39,6.1,66%,3.99,0.74,15.69,6.44,7.65,0.5,11.5km,1.87,5.62,-,-,-,-
13198669,Emmanuel Boateng,27,66 kg,174 cm,-,GHA,Spor Toto 1. Lig,Konyaspor,"€226,000 p/a",30/6/2026,M (C),-,32,"2,393",89%,0.19,0.25,4.48,1.24,0.45,13%,0.08,7%,-0.73,0.15,0.11,0.07,0,1.69,85%,0.94,0.04,0.34,3.35,38%,1.28,0.26,15.31,6.13,11.88,0.56,12.9km,2.18,9.82,-,-,-,-
65026884,Tapelo Xoki,30,80 kg,184 cm,-,RSA,DStv Premiership,Orlando Pirates,"€227,000 p/a",30/6/2026,D (C),-,36,"3,421",92%,0.03,0.05,5.42,0.13,0.03,14%,0.03,24%,-1.1,0.42,0.5,0.08,1,1.29,79%,1.47,0.32,0.5,5.76,62%,3.58,0.5,13.44,4.76,4.58,0.21,10.9km,1.03,2.74,-,-,-,-
2000047214,Zach Awe,21,85 kg,197 cm,-,NGA,Sky Bet League One,Fleetwood,"€227,000 p/a",30/6/2026,D (C),-,37,"3,178",84%,0.03,0.02,3.79,0.37,0.06,0%,0,5%,-3.52,0.31,0.4,0.16,0,1.1,85%,2.01,0.23,1.19,8.24,79%,6.51,0.48,15.75,3.46,4.98,0.14,11.0km,1.16,2.83,-,-,-,-
61069626,Owen Moxon,27,76 kg,186 cm,-,ENG,Sky Bet League One,Portsmouth,"€227,000 p/a",30/6/2027,"DM, M (C)",-,44,"3,781",88%,0.1,0.16,4.78,1.24,0.38,16%,0.1,3%,-1.78,0.07,0.26,0.07,0,2.45,76%,1.26,0.05,0.31,3.86,64%,2.45,0.31,12.85,6.88,12.38,0.62,12.8km,3.14,10.26,-,-,-,-
28106520,Kane Wilson,25,80 kg,178 cm,-,ENG,Sky Bet League One,Derby County,"€227,000 p/a",30/6/2025,D/WB (R),D (R),19,"1,610",85%,0.11,0.15,3.63,1.34,0.39,11%,0.5,8%,-0.29,0.11,0.22,0.07,0,2.4,81%,1.45,0.06,0.11,4.3,39%,1.68,0.89,7.71,16.49,15.2,2.01,12.8km,2.8,10.73,-,-,-,-
29233994,Coniah Boyce-Clarke,22,85 kg,191 cm,-,JAM,Sky Bet League One,Reading,"€228,000 p/a",30/6/2027,GK,-,43,"3,801",51%,-,0,0,0,-,-,-,-,0,-,-,0,1,0.02,25%,7.6,0,0,-,-,-,-,4.71,6.63,0,-,5.7km,0,0,19,68,28,-0.01
28106388,Thomas O'Connor,26,70 kg,181 cm,-,IRL,Sky Bet League One,Wrexham,"€230,000 p/a",30/6/2028,"DM, M (C)",-,49,"4,059",90%,0.09,0.16,3.04,1.09,0.27,15%,0.22,6%,-2.68,0.22,0.27,0.13,0,2.11,68%,0.73,0.11,0.53,4.37,43%,1.88,0.33,14.43,12.88,9.73,0.53,11.9km,2.99,10.89,-,-,-,-
14196911,Matías Esquivel,26,63 kg,165 cm,-,ARG,DStv Premiership,Sundowns,"€230,000 p/a",30/6/2028,M/AM (RC),"M (R), AM (C)",22,"1,733",87%,0.31,0.32,4.83,1.4,0.47,17%,0.21,10%,0.96,0.62,0.73,0.16,0,1.56,67%,0.88,0.16,0,3.32,30%,0.99,0.21,14.49,10.7,11.48,1.09,12.7km,3.06,11.79,-,-,-,-
19270915,Jô,30,92 kg,192 cm,-,BRA,Liga Portugal 2 SABSEG,Leixões,"€230,000 p/a",30/6/2027,ST (C),-,36,"3,038",88%,0.03,0.01,0.56,0.44,0.12,10%,0.06,18%,6.22,1.42,0.89,0.35,0,1.18,71%,0.53,0,0.15,10.46,52%,5.42,0.15,2.31,17.12,6.64,0.68,11.4km,1.51,6.72,-,-,-,-
28062313,Jordan Graham,30,67 kg,182 cm,Torn knee ligaments,ENG,Sky Bet League One,Leyton Orient,"€230,000 p/a",30/6/2026,AM (RL),-,25,"2,303",85%,0.16,0.16,2.27,1.02,0.39,20%,0.51,15%,2.56,0.55,0.66,0.1,0,1.68,75%,0.86,0,0,5.16,28%,1.45,0.39,6.33,17.62,13.4,1.95,12.7km,2.7,10.59,-,-,-,-
36099373,Enea Mihaj,26,81 kg,186 cm,-,ALB,Liga Portugal 2 SABSEG,Santa Clara,"€231,000 p/a",30/6/2027,D (C),-,31,"2,746",91%,0.13,0.06,2.82,0.23,0.03,20%,0.03,-,-3.85,0.2,0.16,0.13,0,1.21,95%,1.18,0.23,0.69,7.44,70%,5.24,0.62,13.54,2.75,5.31,0.07,11.2km,0.88,3.21,-,-,-,-
43269246,Rigoberto Rivas,26,69 kg,178 cm,Thigh strain,HON,Spor Toto 1. Lig,Hatayspor,"€232,000 p/a",30/6/2026,"AM (L), ST (C)",-,32,"2,507",87%,0.07,0.12,1.01,0.79,0.11,12%,0.11,14%,4.19,1.26,1.11,0.24,0,1.26,81%,0.43,0,0,8.19,19%,1.58,0.25,2.48,13.61,8.08,1.51,11.7km,1.83,8.44,-,-,-,-
2000014085,Sem Dekkers,20,78 kg,176 cm,-,NED,Keuken Kampioen Divisie,AZ Alkmaar,"€232,000 p/a",30/6/2029,D (RL),-,34,"2,732",87%,0.03,0.07,4.81,0.82,0.1,13%,0.3,3%,-1.37,0.13,0.36,0.08,0,2.6,85%,1.15,0.23,0.07,3.99,38%,1.52,0.56,10.44,16.9,15.88,1.84,12.4km,2.14,7.91,-,-,-,-
70104807,Nurullah Aslan,27,80 kg,202 cm,-,TUR,Spor Toto 1. Lig,Eyüpspor,"€233,000 p/a",30/6/2028,GK,-,13,"1,170",76%,-,0,0,0,-,-,-,-,0,-,-,0,0,-,-,6.62,0,0,-,-,-,-,6.54,5.77,0,-,5.4km,0,0,5,12,8,0.26
65045975,Evidence Makgopa,24,78 kg,188 cm,-,RSA,DStv Premiership,Orlando Pirates,"€234,000 p/a",30/6/2026,ST (C),-,31,"2,589",86%,0.1,0.08,0.76,0.73,0.21,13%,0.1,22%,7.06,1.49,0.49,0.35,0,1.18,77%,0.35,0,0.24,10.15,39%,4,0.1,2.26,14.32,6.22,1.04,11.6km,1.63,6.12,-,-,-,-
2000132498,Emir Bars,20,64 kg,172 cm,-,TUR,Keuken Kampioen Divisie,PSV,"€234,000 p/a",30/6/2028,AM (LC),-,16,"1,373",81%,0.2,0.19,2.1,1.05,0.39,18%,0.46,15%,1.72,0.59,0.52,0.15,0,2.69,85%,0.66,0.07,0,4.39,16%,0.72,0.39,5.18,17.17,15.21,1.84,12.3km,3.47,13.31,-,-,-,-
95034358,Luke Thomas,26,67 kg,171 cm,-,ENG,Sky Bet League One,Bristol Rovers,"€234,000 p/a",30/6/2027,M/AM (RLC),M (RLC),46,"2,977",85%,0.21,0.13,2.39,1.24,0.18,17%,0.54,10%,0.22,0.33,0.36,0.11,0,1.78,72%,1,0,0.12,5.17,19%,0.97,0.42,5.53,16.23,13.21,2.6,12.1km,3.14,12.46,-,-,-,-
29172172,Joe Tomlinson,24,75 kg,168 cm,-,ENG,Sky Bet League One,MK Dons,"€234,000 p/a",30/6/2026,D/WB (RL),D (RL),44,"3,250",83%,-,0.06,4.07,1.14,0.08,13%,0.5,13%,0.3,0.08,0.08,0.02,1,2.6,78%,1.38,0.17,0.36,4.51,60%,2.69,0.66,12.13,12.52,14.15,1.02,12.4km,2.77,10.91,-,-,-,-
72056137,Jeremy Kelly,27,69 kg,176 cm,-,USA,Sky Bet League One,Wigan,"€236,000 p/a",30/6/2025,"D (R), M/AM (RL)",D (R),31,"2,118",83%,0.04,0.09,2.38,1.27,0.13,17%,0.89,7%,-0.62,0.25,0.3,0.11,0,1.7,78%,0.98,0.08,0.17,6.8,46%,3.1,0.42,4.25,17.34,10.71,2.46,12.4km,2.72,9.94,-,-,-,-
2000041895,Jayden Candelaria,21,75 kg,179 cm,-,NED,Keuken Kampioen Divisie,FC Dordrecht,"€237,000 p/a",30/6/2027,D/WB (L),-,33,"2,933",87%,0.06,0.05,5.49,0.77,0.15,23%,0.37,-,-1.99,0.09,0.18,0.06,0,2.27,79%,1.38,0.06,0.49,5.16,68%,3.53,0.8,12.89,10.37,12.24,0.58,12.2km,2.42,7.4,-,-,-,-
29086854,Kieran Sadlier,30,66 kg,178 cm,-,IRL,Sky Bet League One,Wigan,"€238,000 p/a",30/6/2026,"M (L), AM (RL)","M (L), AM (R)",20,"2,388",85%,0.19,0.17,1.88,0.94,0.45,20%,0.57,11%,0.41,0.57,0.72,0.14,0,2.3,91%,0.41,0.04,0,5.77,18%,1.06,0.38,5.2,18.32,13,2.26,12.1km,2.98,11.27,-,-,-,-
28095141,Sam Hughes,28,92 kg,194 cm,Tight thigh,ENG,Sky Bet League One,Blackpool,"€238,000 p/a",30/6/2027,D (C),-,39,"3,356",92%,0.03,0.05,3.46,0.19,0.08,40%,0.05,11%,-0.5,0.27,0.32,0.12,0,1.07,78%,1.5,0.21,0.67,6.84,76%,5.23,0.62,15.04,3.89,4.99,0.08,10.8km,0.99,3.3,-,-,-,-
29075866,Lloyd Jones,29,75 kg,192 cm,-,ENG,Sky Bet League One,Charlton,"€240,000 p/a",30/6/2027,D (C),-,43,"3,852",91%,-,0.06,3.46,0.12,0.21,17%,0.02,6%,-0.66,0.09,0.12,0.04,0,1.12,72%,1.36,0.26,0.77,6.89,77%,5.28,0.44,16.29,2.45,4.95,0.12,11.0km,1.17,3.46,-,-,-,-
59074708,Giorgi Beridze,28,71 kg,174 cm,-,GEO,Spor Toto 1. Lig,Kocaelispor,"€240,000 p/a",30/6/2025,AM (L),-,39,"2,966",86%,0.18,0.22,2.49,1.3,0.24,15%,0.39,8%,-2.5,0.7,0.46,0.23,0,2.49,87%,0.91,0.03,0,4.4,19%,0.82,0.46,5.19,16.17,12.96,2.4,12.2km,3.25,11.32,-,-,-,-
70101592,Burak Öksüz,29,81 kg,185 cm,-,TUR,Spor Toto 1. Lig,Kocaelispor,"€240,000 p/a",30/6/2025,D (C),-,38,"3,461",85%,0.03,0.02,3.59,0.42,0.05,14%,0.03,6%,-1.61,0.1,0.08,0.07,0,1.3,85%,1.56,0.29,0.83,7.36,74%,5.43,0.42,17.01,3.64,6.37,0.16,11.8km,1.33,3.2,-,-,-,-
91151080,Atakan Akkaynak,26,72 kg,181 cm,-,TUR,Spor Toto 1. Lig,Çorum FK,"€240,000 p/a",30/6/2025,M (C),-,30,"2,430",87%,0.19,0.09,3.15,0.96,0.3,13%,0.07,18%,2.17,0.63,0.37,0.18,0,2.15,78%,0.59,0.07,0.07,3.37,45%,1.52,0.7,14.67,9.93,9.96,0.81,12.1km,3.11,10.56,-,-,-,-
96064350,Michał Nalepa,30,68 kg,170 cm,-,POL,Spor Toto 1. Lig,Çorum FK,"€240,000 p/a",30/6/2025,M (C),-,38,"3,185",89%,0.23,0.3,3.45,1.24,0.48,20%,0.2,12%,-0.98,0.42,0.37,0.15,0,1.58,66%,0.68,0.14,0.03,2.54,23%,0.59,0.25,15.15,11.84,10.2,0.99,12.2km,2.66,10.99,-,-,-,-
29022617,Loïck Landre,33,74 kg,182 cm,-,FRA,Spor Toto 1. Lig,Çorum FK,"€240,000 p/a",30/6/2025,D (C),-,32,"2,605",90%,0.1,0.05,3.35,0.31,0.07,44%,0.14,-,-2,0.1,0.24,0.07,0,1.04,88%,1.17,0.07,0.86,8.5,64%,5.46,0.45,14.55,3.8,5.7,0.1,11.5km,1.04,3.56,-,-,-,-
90037496,Craig MacGillivray,32,79 kg,188 cm,-,SCO,Sky Bet League One,MK Dons,"€241,000 p/a",30/6/2027,GK,-,47,"4,144",66%,-,0,0,0,-,-,-,-,0,-,-,0,0,0.02,17%,6.71,0,0,-,-,-,-,3.74,7.32,0,-,5.4km,0,0,20,68,34,0.27
89057555,Alfie May,31,72 kg,176 cm,-,ENG,Sky Bet League One,Charlton,"€242,000 p/a",30/6/2026,"AM (L), ST (C)",AM (L),52,"4,451",85%,0.04,0.07,0.75,0.57,0.12,8%,0.06,14%,3.04,1.62,0.99,0.4,0,1.42,86%,0.47,0,0.1,9.14,17%,1.52,0.18,2.61,16.26,7.5,0.95,11.4km,1.64,7.72,-,-,-,-
29160208,Hakeem Odoffin,27,70 kg,191 cm,-,ENG,Sky Bet League One,Blackpool,"€242,000 p/a",30/6/2027,"DM, M (C)",-,45,"3,638",89%,0.07,0.06,3.17,1.01,0.07,9%,0.07,6%,-3.87,0.47,0.3,0.17,0,2.05,75%,0.89,0.1,0.45,3.76,53%,2,0.35,11.31,10.29,10.56,0.67,12.1km,2.92,10.56,-,-,-,-
29159551,Archie Collins,25,62 kg,174 cm,-,ENG,Sky Bet League One,Peterborough,"€243,000 p/a",30/6/2026,"DM, M (C)",-,49,"4,041",89%,0.09,0.17,3.7,0.91,0.33,13%,0.07,14%,-0.62,0.29,0.16,0.13,0,1.8,82%,0.94,0.04,0.02,3.05,36%,1.11,0.53,14.54,6.84,12.65,0.62,13.1km,2.63,10.53,-,-,-,-
2000179623,Dies Janse,19,83 kg,196 cm,-,NED,Keuken Kampioen Divisie,ADO Den Haag,"€243,000 p/a",30/6/2026,D (C),-,11,937,90%,0.19,0.05,3.55,0.48,0.1,0%,0,-,-0.15,0,0.1,0.01,0,1.25,87%,1.54,0.29,1.63,8.64,70%,6.05,0.67,17.19,2.69,4.99,-,10.5km,0.96,2.79,-,-,-,-
29086858,Elliot Lee,30,72 kg,176 cm,-,ENG,Sky Bet League One,Wrexham,"€243,000 p/a",30/6/2027,"AM (C), ST (C)",ST (C),34,"2,657",82%,0.07,0.1,0.98,0.68,0.2,14%,0.1,11%,-1.3,1.83,1.08,0.42,0,1.19,76%,0.34,0,0.07,8.4,22%,1.83,0.03,2.51,18.63,7.01,0.78,11.9km,1.73,6.37,-,-,-,-
28105529,Harvey Knibbs,26,81 kg,187 cm,-,JAM,Sky Bet League One,Reading,"€243,000 p/a",30/6/2026,AM (LC),AM (L),14,"1,806",86%,0.05,0.09,1.84,1.05,0.2,16%,0.25,8%,-2.2,0.75,0.4,0.26,0,1.15,79%,0.8,0,0.05,6.53,39%,2.54,0.15,8.27,15.95,10.42,1.25,12.8km,1.89,10.47,-,-,-,-
28047880,George Moncur,31,82 kg,176 cm,-,ENG,Sky Bet League One,Leyton Orient,"€243,000 p/a",30/6/2025,"M (C), AM (LC)",AM (L),33,"2,468",86%,0.04,0.02,2.01,1.02,0.07,15%,0.18,14%,-0.14,0.55,0.36,0.15,0,1.13,76%,0.69,0,0,5.91,35%,2.04,0.29,7.29,18.74,8.24,1.5,12.4km,1.93,8.53,-,-,-,-
29120437,Jake Beesley,28,70 kg,188 cm,-,ENG,Sky Bet League One,Blackpool,"€243,000 p/a",30/6/2026,ST (C),-,39,"3,252",84%,0.08,0.09,0.72,0.47,0.28,11%,0.06,16%,7.73,1.3,0.8,0.23,0,1.13,71%,0.39,0,0.11,9.96,41%,4.07,0.22,1.77,18.54,7.2,0.75,11.4km,1.72,6.73,-,-,-,-
29161548,Max Watters,26,80 kg,185 cm,-,ENG,Sky Bet League One,Barnsley,"€243,000 p/a",30/6/2026,"AM (R), ST (C)",AM (R),13,"1,384",87%,0.26,0.33,0.59,0.72,0.33,14%,0.07,13%,0.75,1.69,0.98,0.41,0,0.78,63%,0.52,0,0,9.62,32%,3.06,0.26,1.11,21.91,6.24,0.52,11.2km,1.3,6.63,-,-,-,-
28070576,Josh Sheehan,30,65 kg,170 cm,Damaged cruciate ligaments,WAL,Sky Bet League One,Bolton,"€243,000 p/a",30/6/2025,"DM, M (C)",DM,26,"2,397",86%,0.15,0.19,3.87,1.13,0.41,20%,0.34,4%,-1.64,0.45,0.26,0.1,0,2.59,87%,0.68,0,0.15,4.02,39%,1.58,0.26,9.95,16.22,9.84,0.68,12.1km,3.3,11.71,-,-,-,-
29190272,Lewis Wing,29,79 kg,186 cm,-,ENG,Sky Bet League One,Reading,"€243,000 p/a",30/6/2026,"DM, M (C)",-,47,"3,610",88%,0.15,0.22,4.74,1.2,0.2,17%,0.2,3%,-2.95,0.2,0.27,0.1,0,2.42,79%,0.95,0.02,0.3,3.39,48%,1.62,0.35,13.16,6.91,11.67,0.72,12.7km,3.09,8.88,-,-,-,-
29137171,CJ Hamilton,30,58 kg,183 cm,-,IRL,Sky Bet League One,Bristol Rovers,"€243,000 p/a",30/6/2026,"WB (R), M/AM (RL)","WB (R), M (RL)",35,"2,534",85%,0.07,0.13,1.7,0.89,0.07,11%,0.28,8%,-1.56,0.67,0.57,0.2,0,2.34,77%,0.82,0.07,0,4.79,10%,0.46,0.36,3.13,17.69,14.46,2.7,12.1km,3.45,12.32,-,-,-,-
29236380,Ricky-Jade Jones,22,70 kg,183 cm,-,ENG,Sky Bet League One,Peterborough,"€244,000 p/a",30/6/2027,"AM (L), ST (C)",-,41,"2,609",86%,-,0.03,1.35,0.9,0.1,17%,0.45,13%,-0.03,0.59,0.45,0.15,0,1.76,88%,0.59,0.03,0.03,6.38,30%,1.93,0.31,1.72,21.35,12.42,3.1,12.1km,2.35,10.83,-,-,-,-
13137140,Richard Ofori,31,80 kg,191 cm,-,GHA,DStv Premiership,Orlando Pirates,"€244,000 p/a",30/6/2026,GK,-,40,"3,600",65%,-,0.01,0.3,0,-,-,-,-,0,-,-,0,1,0,0%,8.2,0,0,-,-,-,-,5.38,7.62,0,-,5.5km,0,0,24,57,40,0.02
28085796,MJ Williams,29,77 kg,183 cm,-,WAL,Sky Bet League One,MK Dons,"€244,000 p/a",30/6/2026,"DM, M (C)",-,37,"3,053",88%,0.18,0.19,4.1,1.33,0.5,27%,0.09,-,-3.55,0.06,0.24,0.1,0,1.56,79%,1.24,0.06,0.21,5.57,60%,3.36,0.59,12.47,10.55,8.81,0.38,12.2km,2.06,10.26,-,-,-,-
65026117,Innocent Maela,32,77 kg,183 cm,-,RSA,DStv Premiership,Orlando Pirates,"€245,000 p/a",30/6/2025,D (LC),-,40,"3,684",92%,0.2,0.24,5.28,0.68,0.42,14%,0.12,-,-1.36,0.05,0.22,0.03,1,1.44,86%,1.34,0.24,0.37,5.89,61%,3.59,0.61,15.07,4.98,7.18,0.37,11.7km,1.15,3.64,-,-,-,-
70121895,Metehan Mert,26,75 kg,180 cm,-,TUR,Spor Toto 1. Lig,Konyaspor,"€247,000 p/a",30/6/2027,D (C),-,21,"1,915",87%,0.05,0.06,4.14,0.47,0.28,8%,0.05,-,-1.69,0.33,0.23,0.08,0,1.41,65%,1.64,0.28,0.42,5.4,57%,3.1,0.75,15.04,7.05,9.78,0.23,12.2km,1.69,4.32,-,-,-,-
2000056824,Tyreece Campbell,21,67 kg,173 cm,Groin strain,JAM,Sky Bet League One,Barnsley,"€248,000 p/a",30/6/2027,AM (RL),AM (R),10,966,86%,-,0.1,2.7,1.58,0.09,8%,0.19,17%,1.89,0.93,0.84,0.2,0,1.68,86%,0.65,0,0,5.78,24%,1.4,0.28,2.98,17.05,12.2,1.77,11.1km,2.61,11.55,-,-,-,-
65010145,Ronwen Williams,33,78 kg,184 cm,-,RSA,DStv Premiership,Sundowns,"€249,000 p/a",30/6/2027,GK,-,36,"3,245",66%,-,0,0.14,0,-,-,-,100%,0.88,0.03,-,0,0,0.03,33%,7.6,0,0,-,-,-,-,6.77,6.02,0.03,-,5.6km,0,0,20,57,29,0.28
2000100140,Andrés Caro,21,71 kg,186 cm,-,ESP,Keuken Kampioen Divisie,Ajax,"€250,000 p/a",30/6/2028,D (C),-,11,990,90%,-,0.05,3.18,0.36,0.27,-,0,-,-0.75,0.09,0.09,0.07,0,0.45,36%,1.09,0,0.64,8.36,66%,5.55,1,13.55,3.36,4,0.36,10.7km,0.64,2.91,-,-,-,-
28109605,Dominic Thompson,24,72 kg,180 cm,-,ENG,Sky Bet League One,Wrexham,"€252,000 p/a",30/6/2026,D/WB (L),WB (L),32,"2,803",85%,0.16,0.12,5.91,0.93,0.16,8%,0.19,-,-0.87,0.06,0.16,0.03,0,2.47,80%,1,0.06,0.22,3.89,67%,2.6,0.67,14.77,15.25,15.7,1.06,12.7km,2.31,8.77,-,-,-,-
70093826,Alperen Babacan,27,75 kg,185 cm,-,TUR,Spor Toto 1. Lig,Manisa FK,"€256,000 p/a",30/6/2027,D (RC),-,36,"3,174",87%,0.06,0.06,4.96,1.11,0.14,5%,0.09,7%,-3.23,0.34,0.4,0.21,0,1.98,74%,1.33,0.23,0.65,6.24,68%,4.22,0.54,12.73,12.14,13.53,0.82,12.6km,2.21,7.46,-,-,-,-
70056598,Oğuz Gürbulak,32,69 kg,178 cm,-,TUR,Spor Toto 1. Lig,Manisa FK,"€256,000 p/a",30/6/2026,M (C),-,28,"2,271",88%,0.36,0.34,2.58,0.91,0.63,10%,0,13%,-0.12,0.52,0.32,0.16,0,2.02,76%,0.71,0.08,0.16,4.56,14%,0.63,0.36,13.39,13.12,10.98,0.95,12.5km,2.81,10.86,-,-,-,-
29181570,Jack Tucker,25,74 kg,188 cm,-,ENG,Sky Bet League One,MK Dons,"€256,000 p/a",30/6/2027,D (C),-,51,"4,516",88%,0.04,0.03,3.89,0.22,0.02,0%,0,7%,-3.25,0.26,0.4,0.14,0,1.04,79%,1.49,0.14,0.76,7.81,70%,5.46,0.58,14.63,3.97,5.1,0.1,11.3km,1.08,2.99,-,-,-,-
29114871,Daniel Udoh,28,70 kg,181 cm,-,NGA,Sky Bet League One,Peterborough,"€256,000 p/a",30/6/2026,ST (C),-,43,"3,616",85%,0.05,0.13,0.97,0.72,0.2,38%,0.2,14%,5.86,1.27,0.92,0.23,0,1.44,74%,0.45,0.05,0.12,11.2,41%,4.63,0.15,2.09,18.74,7.09,0.8,12.0km,1.89,6.94,-,-,-,-
28100203,Josh Knight,27,78 kg,185 cm,-,ENG,Sky Bet League One,Peterborough,"€257,000 p/a",30/6/2027,"D (C), DM",DM,52,"4,538",89%,0.04,0.03,3.51,0.3,0.1,0%,0,-,-5.45,0.1,0.26,0.11,0,1.03,79%,1.55,0.34,0.48,7.3,65%,4.78,0.56,18.33,2.32,5.32,0.14,11.5km,0.99,2.7,-,-,-,-
2000085195,Rocco Robert Shein,21,76 kg,185 cm,-,EST,Keuken Kampioen Divisie,Ajax,"€258,000 p/a",30/6/2027,M (C),-,26,"2,160",88%,0.21,0.18,3.08,1.17,0.29,16%,0.29,5%,-0.58,0.21,0.21,0.07,0,1.71,63%,0.42,0,0.33,4.88,44%,2.12,0.21,12.12,15.25,10.5,0.92,12.4km,2.88,10.62,-,-,-,-
37056058,Youssef El Jebli,32,74 kg,177 cm,-,NED,Keuken Kampioen Divisie,Vitesse,"€258,000 p/a",30/6/2027,AM (LC),-,38,"2,770",87%,0.23,0.25,2.14,1.36,0.36,14%,0.13,10%,-0.22,0.52,0.26,0.14,0,1.43,80%,0.52,0,0,5.65,14%,0.81,0.45,11.4,15.56,10.07,1.17,12.7km,2.27,9.71,-,-,-,-
29158526,Peter Kioso,25,70 kg,183 cm,-,IRL,Sky Bet League One,Rotherham,"€259,000 p/a",30/6/2027,"D (RC), WB (R)",D (C),47,"4,064",83%,0.2,0.18,4.01,1.22,0.24,13%,0.91,-,-0.24,0,0.02,0.01,0,2.7,80%,1.31,0.11,0.27,4.52,64%,2.9,0.53,10.1,15.79,15.28,2.02,12.8km,2.95,11.87,-,-,-,-
28104125,Herbie Kane,26,75 kg,177 cm,-,ENG,Sky Bet League One,Barnsley,"€259,000 p/a",30/6/2027,"DM, M (C)",-,31,"2,008",91%,0.18,0.17,4.26,0.94,0.18,11%,0.04,8%,-0.75,0.09,0.22,0.08,0,2.02,70%,0.81,0.09,0.13,3.36,36%,1.21,0.27,12.68,7.44,10.89,1.08,13.1km,3.05,10.13,-,-,-,-
89015909,Ollie Palmer,33,92 kg,196 cm,-,ENG,Sky Bet League One,Wrexham,"€259,000 p/a",30/6/2026,ST (C),-,10,"1,481",88%,0.06,0.08,0.79,0.61,0.06,20%,0.12,15%,2.73,1.94,1.4,0.5,0,1.09,82%,0.49,0,0.12,10.09,45%,4.5,0.12,3.34,16.83,8.02,0.55,12.1km,1.4,8.33,-,-,-,-
