name,uid,chancesCreated,openCrossesRatio,openSucessfullCrosses90,dribbles,conv,npXG,keyPasses,xA,badges,ratingScores
Gabriel Martinelli,19351309,90.48,54.55,86.3,60.55,55.82,76.3,84.18,86.91,wide playmaker,{"wide playmaker":87}
Martin Ødegaard,53095137,83.33,70.91,27.33,25.33,15.64,47.82,84.91,86.91,wide playmaker,{"wide playmaker":85}
Vitor Roque,2000095783,33.03,32.06,47.33,55.94,97.39,87.39,25.27,37.88,,{}
Lamine Yamal,2000256231,82.55,48.73,80.91,85.27,42.55,87.39,97.27,94.48,wide playmaker,{"wide playmaker":91}
Cliff Ingotsi,2002073504,74.85,60.18,80.3,92.24,27.52,57.45,90.12,79.45,wide playmaker,{"wide playmaker":81}
Phil Foden,28108494,72.42,60.18,29.45,38.12,60.55,57.45,39.76,64.18,,{}
Rodrygo,19306929,90.48,65.39,77.03,81.88,79.15,44.36,81.03,95.21,wide playmaker,{"wide playmaker":89}
Estêvão,2000263999,59.21,70.91,27.33,51.33,97.39,94.79,60,51.7,,{}
Kendry Páez,2000252303,99.03,93.39,92.48,94.55,68.48,92.42,98.42,98.79,winger;wide playmaker,{"winger":95;"wide playmaker":99}
Mohamed-Ali Cho,2000006280,61.88,54.55,54.18,65.27,94,96.18,47.88,60.36,,{}
Alejandro Garnacho,2000035036,97.7,70.91,88.36,89.94,60.55,57.45,93.52,97.21,winger;wide playmaker,{"winger":87;"wide playmaker":96}
Mykhaylo Mudryk,71101331,84.42,65.39,87.52,90.3,79.15,57.45,79.09,92.3,wide playmaker,{"wide playmaker":85}
Julio Enciso,79034187,73.82,75.64,80.3,75.52,75.27,51.21,64,71.21,winger,{"winger":76}
Arda Güler,2000077193,99.82,96.91,89.88,87.88,84.91,51.21,98,99.94,winger;wide playmaker,{"winger":94;"wide playmaker":99}
Eliesse Ben Seghir,2000104892,91.33,48.73,56.55,68.06,79.15,72.67,90.85,84.61,wide playmaker,{"wide playmaker":89}
Nico Williams,67276230,71.15,26.48,72.85,53.39,87.33,31.39,70.06,71.21,wide playmaker,{"wide playmaker":71}
Simone Pafundi,2000178997,99.58,81.76,78.36,80.36,71.94,87.39,98.61,99.09,winger;inside;wide playmaker,{"winger":85;"inside":85;"wide playmaker":99}
Florian Wirtz,91193048,72.42,54.55,48.97,36.85,27.52,54.42,90.12,77.27,wide playmaker,{"wide playmaker":80}
Federico Valverde,78074594,94.55,32.06,88.36,53.39,37.09,44.36,85.45,86.91,wide playmaker,{"wide playmaker":89}
Julien Duranville,2000155483,48.12,22.12,84.24,86.12,23.21,23.45,86.97,84.61,,{}
Rodrigo Ribeiro,2000104450,94.55,75.64,74.42,90.67,87.33,81.15,89.52,86.91,winger;inside;wide playmaker,{"winger":84;"inside":88;"wide playmaker":90}
Gonçalo Moreira,2000199219,95.09,48.73,92.18,93.27,92.42,57.45,96.18,94.48,wide playmaker,{"wide playmaker":95}
Ege Çağlar,2002072846,83.33,65.39,68.42,70.42,64.97,87.39,75.09,71.21,wide playmaker,{"wide playmaker":77}
Luís Guilherme,2000221458,72.42,48.73,69.88,99.33,64.97,64.55,90.85,74.61,wide playmaker,{"wide playmaker":79}
Alex Scott,95079228,65.45,65.39,36.06,54.48,27.52,57.45,84.18,56.24,,{}
Christopher Nkunku,85140301,98.3,60.18,29.45,17.58,96.42,59.7,58.36,91.15,,{}
Karim Adeyemi,16279486,63.21,26.48,85.88,93.94,68.48,76.3,86.97,64.18,,{}
Jeremie Frimpong,28113828,21.94,60.18,34.3,85.64,4.61,9.82,51.45,27.82,,{}
Alexander Isak,93070286,31.45,54.55,16.61,32.18,98.73,99.64,17.03,27.82,,{}
Antonio Nusa,2000090211,98.3,84.55,99.7,92.67,47.03,61.58,97.64,99.7,winger;wide playmaker,{"winger":94;"wide playmaker":99}
Arthur,2002074267,75.7,42.61,93.09,91.03,37.09,67.09,93.7,91.15,wide playmaker,{"wide playmaker":87}
Elye Wahi,49061868,43.33,70.91,23.45,29.03,79.15,90,31.21,42.97,,{}
Elliot Anderson,28127254,73.82,42.61,27.33,66.91,42.55,51.21,58.36,64.18,,{}
Paul Wanner,2000138516,94.36,54.55,68.42,26.55,37.09,51.21,76.36,88.61,wide playmaker,{"wide playmaker":86}
Yunus Musah,28129089,54.73,70.91,32.67,37.7,23.21,28.36,70.06,51.7,,{}
Nicolas Louis,2002074395,59.21,81.76,50.61,35.82,47.03,41.21,72.48,51.7,,{}
Noah Darvich,2000257651,94.12,78.67,87.52,96.61,64.97,57.45,88.61,95.21,winger;wide playmaker,{"winger":89;"wide playmaker":93}
Mason Mount,28103590,90.48,70.91,21.52,26.18,51.52,54.42,53.7,77.27,,{}
Ferran Torres,89056845,95.82,70.91,92.85,88.67,68.48,74.3,95.21,94.48,winger;wide playmaker,{"winger":87;"wide playmaker":95}
Oscar Gloukh,2000065061,87.45,81.76,42.18,44.06,84.91,44.36,89.52,77.27,wide playmaker,{"wide playmaker":85}
Wilfried Gnonto,43500350,96.85,48.73,75.76,79.94,75.27,85.58,85.94,81.94,inside;wide playmaker,{"inside":84;"wide playmaker":88}
João Rêgo,2000131484,84.42,87.33,36.06,69.45,84.91,90,46.73,91.15,,{}
Mohammed Kudus,13200568,59.21,90.12,10.61,27.15,75.27,87.39,47.88,60.36,,{}
Ernest Nuamah,2000156783,91.03,48.73,93.09,98,60.55,70.85,88.24,86.91,wide playmaker,{"wide playmaker":89}
Antony,19338230,92.55,87.33,69.88,71.09,51.52,54.42,85.45,89.82,wide playmaker,{"wide playmaker":89}
Hugo Uriarte,2002073135,50,84.55,32.67,26.18,94,96.91,47.88,42.97,,{}
Rayan Cherki,49056279,97.52,78.67,96.67,68.48,42.55,34.61,93.88,97.82,wide playmaker,{"wide playmaker":96}
Filippo Terracciano,43500821,48.12,97.58,66.3,32.18,15.64,12.61,49.88,32.79,,{}
Pedro Porro,67268221,87.45,70.91,64.67,43.7,23.21,28.36,53.7,86.91,,{}
Dani Olmo,24048100,91.88,60.18,48.97,11.64,79.15,34.61,94.91,88.61,wide playmaker,{"wide playmaker":92}
Tino Livramento,28124569,31.45,22.12,36.06,29.39,10.42,9.82,42.42,17.88,,{}
Randal Kolo Muani,48043873,26.55,84.55,3.45,9.94,94,97.88,26,22.79,,{}
Brahim Díaz,28106999,66.24,91.94,47.33,12,60.55,59.7,37.09,64.18,,{}
Ez Abde,2000054872,81.15,32.06,75.76,90.67,31.76,57.45,78.12,81.94,wide playmaker,{"wide playmaker":80}
Thiago Almada,14172522,67.21,75.64,18.06,30.79,47.03,64.55,36.42,64.18,,{}
João Pedro,19371552,52.67,32.06,32.67,48.91,42.55,67.09,48.97,42.97,,{}
Kang-In Lee,67260506,93.15,87.33,97.64,82.3,51.52,61.58,94.48,97.21,winger;wide playmaker,{"winger":90;"wide playmaker":95}
Facundo Torres,78088646,48.12,42.61,12.61,17.33,60.55,38,33.21,37.88,,{}
Luis Díaz,76049803,40.36,78.67,21.52,22.61,12.55,44.36,14.67,37.88,,{}
Giacomo Raspadori,43316850,92.55,65.39,27.33,69.03,68.48,44.36,43.21,79.45,,{}
Charles De Ketelaere,18110528,56.79,22.12,21.52,45.33,75.27,76.3,70.06,37.88,,{}
Federico Silva,2002074618,96.85,60.18,95.52,99.45,84.91,64.55,92.61,97.21,wide playmaker,{"wide playmaker":96}
Joshua Zirkzee,37060922,75.7,8.97,12.61,26.18,75.27,94.79,65.39,56.24,,{}
Curtis Jones,28115788,72.42,70.91,55.52,72.61,94,47.82,56.48,67.88,,{}
Ander Barrenetxea,67276482,84.42,65.39,66.3,48.91,92.42,72.67,72.48,81.94,wide playmaker,{"wide playmaker":80}
Yaser Asprilla,2000053239,64.36,81.76,48.97,34.48,15.64,51.21,74.48,60.36,,{}
Samuel Chukwueze,67269484,79.39,22.12,69.88,93.7,51.52,41.21,72.48,60.36,,{}
Emile Smith Rowe,28109599,80.3,81.76,60.55,49.39,23.21,17.09,73.21,77.27,wide playmaker,{"wide playmaker":77}
Williot Swedberg,2000008568,51.39,60.18,48.97,27.15,84.91,92.42,28.06,47.58,,{}
Óscar Cortés,2000069652,69.58,37.33,93.39,81.88,75.27,38,76.36,51.7,,{}
Jakob Napoleon Romsaas,2000072641,87.45,37.33,68.42,69.45,31.76,72.67,86.42,79.45,wide playmaker,{"wide playmaker":84}
Luís Henrique,19403484,66.24,60.18,61.64,80.79,64.97,78.24,85.45,56.24,,{}
Sofiane Diop,49037827,65.45,75.64,66.3,64.91,51.52,34.61,54.61,67.88,,{}
Roony Bardghji,2000088490,79.39,91.94,82.06,57.09,42.55,44.36,82.12,96.42,wide playmaker,{"wide playmaker":86}
Marcus Thuram,48037335,80.3,42.61,55.52,51.33,4.61,25.88,67.52,67.88,,{}
Moussa Diaby,48044574,88.3,70.91,78.36,86.42,47.03,20.42,53.7,88.61,winger,{"winger":81}
Giannis Konstantelias,36159280,89.64,70.91,59.7,69.15,60.55,70.85,92.61,79.45,wide playmaker,{"wide playmaker":87}
Mads Bidstrup,27139716,75.7,70.91,56.55,47.09,37.09,38,87.58,56.24,,{}
Viktor Gyökeres,93070271,78.3,70.91,30.97,30.42,79.15,64.55,58.36,56.24,,{}
Jakub Kamiński,96121228,69.58,90.12,84.24,72,37.09,23.45,65.39,79.45,,{}
Patrick Wimmer,16253898,90.48,87.33,99.39,48,37.09,25.88,97.15,95.21,wide playmaker,{"wide playmaker":94}
Yannic Jablonski,2002103125,71.15,18.61,89.21,93.7,10.42,34.61,70.06,71.21,wide playmaker,{"wide playmaker":71}
Jonathan David,18108540,25.27,48.73,27.33,53.82,71.94,85.58,12.79,13.39,,{}
Vanderson,19409448,84.42,54.55,93.7,38.91,42.55,5.39,90.12,42.97,,{}
Hernán Tejada,2000149391,69.58,54.55,39.94,57.64,89.03,88.73,30.55,60.36,,{}
Ângelo,2000055284,95.52,87.33,92.85,99.09,71.94,76.3,88.61,93.76,winger;inside;wide playmaker,{"winger":94;"inside":86;"wide playmaker":93}
Tiago Gouveia,83228377,81.15,26.48,77.03,87.15,60.55,76.3,86.97,81.94,wide playmaker,{"wide playmaker":83}
Sebastian Szymański,96088503,67.21,42.61,27.33,28,51.52,28.36,77.15,67.88,,{}
Giovanni Reyna,72051281,44.79,81.76,54.18,55.58,75.27,44.36,41.88,51.7,,{}
Mohamed Daramy,27148020,79.39,60.18,82.06,90.85,64.97,70.85,81.03,86.91,wide playmaker,{"wide playmaker":82}
Samuele Vignato,2000021407,73.82,12.79,45.64,83.94,79.15,74.3,40.42,67.88,inside,{"inside":78}
Talles Magno,19362860,72.42,37.33,61.64,63.33,47.03,61.58,80.61,67.88,,{}
Youssoufa Moukoko,2000074825,9.52,70.91,21.52,18,90.73,74.3,9.33,9.7,,{}
Víctor Gómez,67257950,35.64,60.18,23.45,27.52,89.03,9.82,38,22.79,,{}
Datro Fofana,12092528,28.97,18.61,12.61,45.33,82.3,85.58,38,27.82,,{}
Gonçalo Borges,83228804,94.12,75.64,98.24,80.61,55.82,95.27,95.45,98.48,winger;wide playmaker,{"winger":87;"wide playmaker":96}
Alessandro Granelli,2002075285,69.58,78.67,47.33,40.24,64.97,87.39,80.61,71.21,,{}
Pedro Neto,29179717,73.82,60.18,77.88,89.94,19.09,44.36,90.12,86.91,wide playmaker,{"wide playmaker":84}
Diogo Dalot,83105845,38.61,32.06,45.64,15.27,19.09,12.61,33.88,32.79,,{}
Brennan Johnson,29189400,57.94,32.06,34.3,71.58,31.76,38,71.64,60.36,,{}
Luiz Henrique,19377206,68.24,32.06,61.64,74.42,4.61,17.09,57.45,56.24,,{}
Manor Solomon,42077304,60.42,37.33,38.18,39.09,37.09,34.61,51.45,60.36,,{}
Angel Gomes,28109888,61.88,90.12,38.18,51.82,27.52,44.36,35.39,77.27,,{}
Ansgar Knauff,91203087,89.64,26.48,88.36,92.48,75.27,47.82,88.24,92.3,wide playmaker,{"wide playmaker":90}
Danny Namaso,29165730,73.82,32.06,38.18,41.03,68.48,68.85,63.27,47.58,,{}
Amad Diallo,43425040,80.3,32.06,77.52,97.76,47.03,31.39,84.91,86.91,wide playmaker,{"wide playmaker":84}
Jorge Sevillano,2002122831,60.42,78.67,76.48,71.09,90.73,90,79.88,77.27,,{}
Lucas Beltrán,14217414,78.3,84.55,72.18,53.82,90.73,68.85,71.64,81.94,wide playmaker,{"wide playmaker":77}
Dwight McNeil,28110488,53.82,10.79,3.45,40.24,55.82,34.61,41.88,67.88,,{}
Franco González,2000128319,52.67,70.91,71.21,54.48,23.21,20.42,46.06,64.18,,{}
Leo Sauer,2000192797,80.3,22.12,75.76,81.39,47.03,83.88,87.88,67.88,,{}
Marin Petkov,22086329,99.7,60.18,93.39,83.39,89.03,79.76,99.94,97.82,inside;wide playmaker,{"inside":88;"wide playmaker":99}
Alberto Moleiro,2000028320,67.21,48.73,51.52,53.82,27.52,47.82,68.91,56.24,,{}
Rodrigo Riquelme,67259880,92.55,78.67,72.18,76.55,55.82,44.36,86.97,84.61,winger;wide playmaker,{"winger":80;"wide playmaker":88}
Facundo Buonanotte,2000051578,75.7,60.18,56.55,68.79,47.03,14.61,61.88,77.27,,{}
Rodri,67281485,40.36,42.61,25.27,36.18,31.76,23.45,44.18,42.97,,{}
Endrick,2000220941,52.67,42.61,23.45,49.39,92.42,94.79,46.73,47.58,,{}
Jizz Hogervorst,2002133981,64.36,70.91,73.39,79.15,60.55,47.82,79.88,67.88,,{}
Paulo Fernández,2002122835,14.3,26.48,23.45,15.76,15.64,9.82,25.27,6.36,,{}
Fabio Ferri,2000270710,50,15.27,91.76,78.97,31.76,20.42,74,51.7,,{}
Aimar Vicandi,2000119309,86.61,48.73,95.15,91.76,37.09,59.7,96.73,94.48,wide playmaker,{"wide playmaker":93}
Anderson Duarte,78102085,55.7,54.55,84.73,58.12,27.52,51.21,86.97,74.61,,{}
Mathys Tel,2000104850,91.88,75.64,63.52,89.09,75.27,79.76,75.09,81.94,inside;wide playmaker,{"inside":84;"wide playmaker":83}
Yunus Akgün,70110533,66.24,75.64,72.85,60.12,31.76,31.39,66.18,79.45,,{}
Nicolò Tresoldi,2000184216,53.82,65.39,45.64,64,84.91,93.52,57.45,42.97,,{}
Cole Palmer,28120042,92.55,75.64,74.97,64,55.82,90,97.88,93.76,wide playmaker,{"wide playmaker":95}
Henry Mosquera,2000155489,90.48,48.73,86.67,85.27,55.82,59.7,95.21,91.15,wide playmaker,{"wide playmaker":92}
Marcus Holmgren Pedersen,53161610,67.21,70.91,94.85,51.82,51.52,3.27,63.27,64.18,,{}
Bradley Barcola,49056282,21.94,37.33,27.33,29.03,87.33,99.15,43.21,17.88,,{}
Sávio,2000011972,96.85,54.55,79.76,53.82,31.76,17.09,54.61,86.91,,{}
Carmelo Barrientos,2002119858,71.15,98.91,51.52,17.58,99.03,92.42,50.67,67.88,,{}
Álvaro Rodríguez,2000218258,14.3,48.73,12.61,11.03,79.15,64.55,17.03,9.7,,{}
Mario Camus,2002101885,64.36,65.39,23.45,39.76,98.42,92.42,35.39,64.18,,{}
Noah Jean Holm,91176250,35.64,54.55,21.52,46.42,82.3,81.15,49.88,32.79,,{}
Ruben Acosta,2002136384,91.88,70.91,88.85,87.88,64.97,44.36,89.52,91.15,winger;wide playmaker,{"winger":85;"wide playmaker":91}
Taty Castellanos,75042244,18.06,7.45,9.15,23.94,64.97,51.21,16.48,17.88,,{}
Emanuel Mema,2000163423,72.42,78.67,58.36,70.12,31.76,61.58,55.09,64.18,,{}
Gabriel Veron,19360962,53.82,81.76,79.76,91.39,79.15,74.3,60.55,60.36,,{}
Ben Doak,2000164850,99.03,65.39,97.76,97.27,79.15,64.55,93.33,98.79,wide playmaker,{"wide playmaker":97}
Tetê,19348859,91.88,87.33,68.42,77.09,31.76,70.85,93.15,95.21,wide playmaker,{"wide playmaker":93}
Marcelino Núñez,75045691,84.42,65.39,18.06,22.85,55.82,5.39,63.27,74.61,,{}
Denso Kasius,37076465,90.48,22.12,95.15,91.76,12.55,9.82,87.58,77.27,wide playmaker,{"wide playmaker":85}
Svit Sešlar,62235081,31.45,32.06,19.27,11.39,37.09,17.09,14.67,32.79,,{}
Jahkeele Marshall-Rutty,72056311,35.64,32.06,34.3,47.09,75.27,31.39,41.88,32.79,,{}
Fermín,2000141742,76.42,81.76,43.82,62.48,51.52,34.61,85.45,84.61,wide playmaker,{"wide playmaker":82}
Antony,19364488,26.55,8.97,43.82,80.12,15.64,25.88,17.03,13.39,,{}
Stiven Shpendi,43616542,46.3,48.73,55.52,28.42,82.3,78.24,49.88,42.97,,{}
Vinicius Tobias,2000012523,81.15,70.91,98.73,48.61,99.58,12.61,85.45,74.61,wide playmaker,{"wide playmaker":80}
Juanlu,2000027530,78.3,32.06,83.21,58.48,23.21,47.82,66.18,74.61,,{}
Eddie Nketiah,28106687,4.85,5.94,8.12,24.55,98,74.3,5.7,3.45,,{}
Sergio Arribas,67277465,77.15,18.61,86.3,47.7,15.64,31.39,82.73,86.91,wide playmaker,{"wide playmaker":82}
Wilfried Singo,12078947,46.3,81.76,34.3,80.12,4.61,12.61,67.03,47.58,,{}
Geny,95059117,61.88,60.18,63.52,84.3,47.03,57.45,43.21,47.58,,{}
Hristo Mindev,2002123936,59.21,97.15,48.97,24.24,90.73,93.52,46.73,56.24,,{}
Yukinari Sugawara,45111317,38.61,60.18,66.3,26.79,4.61,3.27,39.76,56.24,,{}
Kaio Jorge,19348862,20.55,84.55,38.18,13.82,99.03,82.42,14.67,17.88,,{}
Enzo Le Fée,49040114,67.21,26.48,42.18,20.48,68.48,14.61,64.73,56.24,,{}
Matija Frigan,2000078339,17.09,22.12,20.24,13.39,89.03,79.76,37.09,13.39,,{}
João Marques,2000059474,73.82,75.64,87.09,66.91,42.55,54.42,75.64,64.18,,{}
Million Manhoef,37076007,77.15,75.64,82.61,73.82,23.21,17.09,78.12,71.21,winger;wide playmaker,{"winger":77;"wide playmaker":75}
Matías Abaldo,2000111471,85.15,48.73,25.27,32.18,55.82,83.88,61.15,93.03,,{}
Tomáš Čvančara,25057908,27.88,90.12,3.45,23.58,84.91,61.58,15.76,27.82,,{}
Eduardo,2002073250,9.09,70.91,32.67,31.03,96.42,7.27,17.03,1.39,,{}
Alex Juárez,2000175688,77.15,42.61,87.52,86.61,23.21,59.7,81.03,81.94,wide playmaker,{"wide playmaker":80}
Yari Verschaeren,18105040,44.79,26.48,30.97,52.55,79.15,20.42,33.21,51.7,,{}
Martin Baturina,24065108,83.33,42.61,43.82,52.06,15.64,41.21,76.36,79.45,wide playmaker,{"wide playmaker":80}
Hugo Duro,67274349,59.21,54.55,38.18,23.09,68.48,83.88,60.55,71.21,,{}
Luca Koleosho,2000061312,77.15,60.18,85.15,74.67,37.09,41.21,84.61,86.91,wide playmaker,{"wide playmaker":83}
Adrian Haas,2000144104,69.58,37.33,64.67,68.06,51.52,54.42,41.21,56.24,,{}
Festy Ebosele,29216094,86.61,54.55,91.09,82.67,4.61,9.82,84.18,86.91,wide playmaker,{"wide playmaker":86}
Carlos Borges,2000009057,89.64,42.61,89.21,83.39,64.97,54.42,72.48,89.82,wide playmaker,{"wide playmaker":84}
Abdul Fatawu,13211267,86.61,42.61,71.21,81.39,47.03,70.85,68.06,84.61,,{}
Yasin Ayari,93142470,23.76,84.55,54.18,34.79,23.21,20.42,40.42,22.79,,{}
Zeki Amdouni,84154064,31.45,99.58,30.97,8.85,98.42,51.21,9.88,17.88,,{}
Raoul Bellanova,43295110,42,32.06,68.42,33.7,27.52,9.82,27.52,32.79,,{}
Garang Kuol,2000080496,30,32.06,30.97,62.48,79.15,72.67,26,22.79,,{}
Predrag Kljajic,2000269855,44.79,87.33,52.67,87.7,31.76,31.39,47.88,47.58,,{}
Iván Leguizamón,14255870,85.15,48.73,89.21,97.45,82.3,41.21,91.45,81.94,wide playmaker,{"wide playmaker":86}
Tobias Gulliksen,53167331,96.48,65.39,95.88,44.55,42.55,20.42,93.33,97.21,wide playmaker,{"wide playmaker":96}
Lorenzo Colombo,43424893,11.52,15.27,16.61,37.7,71.94,83.88,10.3,3.45,,{}
Håkon Evjen,53145323,51.39,78.67,75.76,49.39,68.48,5.39,57.45,32.79,,{}
Aaron Kabangu,2002073695,86.06,54.55,91.76,84.61,12.55,44.36,92.12,77.27,wide playmaker,{"wide playmaker":85}
Furkan Baş,2002123085,26.55,60.18,32.67,35.58,60.55,99.45,45.58,17.88,,{}
Jewison Bennette,2000112404,75.7,37.33,91.09,79.39,31.76,38,83.52,77.27,wide playmaker,{"wide playmaker":79}
Ricardo Paraíso,2002075328,80.3,42.61,62.55,76.24,90.73,93.94,86.42,81.94,inside;wide playmaker,{"inside":85;"wide playmaker":83}
Harvey Elliott,29233143,86.06,65.39,50.61,63.58,60.55,23.45,79.09,86.91,wide playmaker,{"wide playmaker":84}
Emre Gökay,2000204344,79.39,70.91,91.76,98.48,64.97,54.42,96.73,84.61,winger;wide playmaker,{"winger":85;"wide playmaker":87}
Cristian Volpato,2000034865,73.82,26.48,71.21,72.61,84.91,31.39,91.94,93.03,wide playmaker,{"wide playmaker":86}
Sion Parsons,2002075196,35.64,37.33,23.45,43.7,51.52,72.67,23.39,27.82,,{}
Samed Baždar,2000027057,46.3,60.18,42.18,51.33,79.15,82.42,30.55,37.88,,{}
Achraf Hakimi,67228634,14.3,54.55,3.45,33.09,79.15,9.82,32.61,9.7,,{}
Theo Corbeanu,57189533,38.61,32.06,68.42,93.03,37.09,67.09,57.45,64.18,,{}
Bruno Barticciotto,75054810,33.03,78.67,32.67,82.67,96.42,51.21,29.64,37.88,,{}
Armando Broja,28121369,6.73,7.45,12.61,55.58,68.48,57.45,4.91,3.45,,{}
Tomáš Suslov,37076659,26.55,81.76,19.27,35.15,68.48,7.27,28.06,32.79,,{}
Elias Saad,2000106505,46.3,26.48,25.27,24.55,42.55,20.42,13.52,32.79,,{}
Yvandro Borges Sanches,2000124674,80.3,75.64,94,92,47.03,31.39,88.24,89.82,winger;wide playmaker,{"winger":85;"wide playmaker":86}
Badredine Bouanani,2000100062,51.39,15.27,47.33,78.48,31.76,38,52.55,37.88,,{}
Kenny Appleyard,2002133500,78.3,15.27,60.55,87.15,37.09,41.21,79.88,84.61,wide playmaker,{"wide playmaker":81}
Santiago Asprilla,2002122592,40.36,42.61,41.15,74.18,51.52,20.42,47.88,47.58,,{}
Brenner,19302917,42,95.09,3.45,18.61,99.58,85.58,26.73,27.82,,{}
Junior Adamu,16202374,50,48.73,29.45,29.03,79.15,79.76,41.21,42.97,,{}
Jusuf Gazibegović,16191707,76.42,12.79,74.42,44.55,23.21,5.39,57.45,64.18,,{}
Dion Drena Beljo,24061498,61.88,15.27,21.52,42.48,64.97,91.27,49.88,56.24,,{}
Moritz Oswald,16254134,48.12,60.18,34.3,28.73,10.42,31.39,57.45,27.82,,{}
Ísak Jóhannesson,39057654,23.76,42.61,3.45,4.91,27.52,34.61,14.67,51.7,,{}
Gonzalo Tapia,75054809,71.15,60.18,91.09,66.48,51.52,31.39,68.91,56.24,,{}
David Royo,2002124665,91.33,78.67,96.42,99.21,31.76,47.82,92.3,95.21,winger;wide playmaker,{"winger":91;"wide playmaker":93}
Juan Macías,2000116828,21.94,78.67,39.94,66.12,82.3,47.82,18.48,13.39,,{}
Harvey Vale,2000016607,2,26.48,16.61,16.42,90.73,1.52,4.42,0.3,,{}
Marcelo Ryan,19398802,50,60.18,39.94,36.18,68.48,98.55,29.64,32.79,,{}
Cristian Olivera,78097898,73.82,54.55,95.52,79.39,37.09,20.42,61.88,86.91,,{}
Nikola Knežević,2002101272,63.21,60.18,84.73,74.97,47.03,28.36,47.88,51.7,,{}
Myron Boadu,37060951,10.42,2.61,3.45,25.52,68.48,82.42,8.67,6.36,,{}
Supachok Sarachat,23328907,14.3,60.18,18.06,6.48,27.52,76.3,12,56.24,,{}
Francis Amuzu,18101803,18.06,26.48,58.36,33.09,15.64,54.42,25.27,56.24,,{}
Raùl König,2000196494,27.88,48.73,30.97,34.12,4.61,47.82,20.97,27.82,,{}
Yuri Alberto,19326424,43.33,18.61,18.06,16.61,97.39,98.91,35.39,13.39,,{}
Jamie Bynoe-Gittens,2000015300,87.45,37.33,81.45,98.12,51.52,61.58,96.91,91.15,wide playmaker,{"wide playmaker":92}
Alex Boyd,2002123295,43.33,65.39,38.18,60.55,82.3,59.7,31.88,27.82,,{}
Shane Beason,2002123488,46.3,78.67,45.64,64.67,51.52,64.55,38,56.24,,{}
Assane Diao,2000210791,93.82,48.73,65.45,96.61,60.55,81.15,72.48,84.61,wide playmaker,{"wide playmaker":84}
Kamal Sowah,13183090,18.06,60.18,47.33,32.18,27.52,64.55,21.7,60.36,,{}
Jonathan Dubasin,2000050421,63.21,84.55,58.36,37.27,90.73,47.82,51.45,32.79,,{}
Antoine Semenyo,29194724,18.06,22.12,52.67,51.33,37.09,20.42,32.61,3.45,,{}
Yanis Peyrot,2002122995,87.45,32.06,91.09,96.79,42.55,38,82.73,77.27,wide playmaker,{"wide playmaker":82}
Jurgen Ekkelenkamp,37064578,34.24,60.18,39.94,9.58,12.55,38,60,64.18,,{}
Jesús Alberto Romero,2002143835,88.91,65.39,98.24,97.15,37.09,44.36,90.85,95.21,wide playmaker,{"wide playmaker":92}
Roberto Callejón,2002124478,33.03,22.12,39.94,9.58,9.52,14.61,46.06,37.88,,{}
Esteban Gómez,2002135160,33.03,48.73,54.18,75.52,47.03,74.3,37.09,32.79,,{}
Antonio Foti,2000057844,97.15,84.55,48.97,55.15,42.55,51.21,77.15,91.15,wide playmaker,{"wide playmaker":88}
Elmar Guðlaugsson,2002074496,91.33,12.79,29.45,75.21,51.52,78.24,98.85,93.76,wide playmaker,{"wide playmaker":95}
Julián Araujo,72053642,37.15,42.61,62.55,34.12,79.15,5.39,24.42,27.82,,{}
Ethan Nwaneri,2000283271,48.12,42.61,43.82,83.39,60.55,85.58,78.61,67.88,,{}
Andrei Cordea,57149755,30,15.27,43.82,42.12,4.61,5.39,62.61,42.97,,{}
Claudio Ávalos,2002127292,52.67,78.67,41.15,61.45,96.42,96.91,48.97,47.58,,{}
Ramiro Ruiz Rodríguez,14212884,59.21,96.36,74.42,61.15,31.76,81.15,66.18,56.24,,{}
Darian Maleš,84153469,43.33,32.06,14.73,41.03,75.27,64.55,36.42,37.88,,{}
Georginio Rutter,49048380,60.42,81.76,54.18,51.82,84.91,95.27,25.27,37.88,,{}
Nelson Weiper,2000170587,38.61,90.12,65.45,44.06,79.15,85.58,47.88,37.88,,{}
Sorriso,2000218077,64.36,26.48,64.67,72.18,37.09,44.36,57.45,56.24,,{}
Tomás Parra,2000126991,52.67,5.33,10.61,68.48,82.3,98.55,44.18,37.88,,{}
Juan Gauto,2000023159,33.03,48.73,63.52,88.67,31.76,12.61,32.61,42.97,,{}
Alain Larrouy,2002073137,69.58,22.12,76.48,89.58,79.15,47.82,65.39,81.94,,{}
Gustavo Gomes,2000256293,75.7,42.61,56.55,95.76,51.52,38,87.58,71.21,wide playmaker,{"wide playmaker":78}
Jan Pantok,2002124168,56.79,32.06,14.73,12.79,75.27,94.79,38,32.79,,{}
Graham Conway,2000033302,14.3,8.97,12.61,21.58,89.03,94.3,8.06,1.39,,{}
Gareth McLaughlin,2002072430,42,10.79,57.45,44.55,42.55,1.52,34.55,37.88,,{}
Buba Sangaré,2000301767,71.15,42.61,97.15,60.55,37.09,23.45,79.88,81.94,wide playmaker,{"wide playmaker":78}
Benjamin Nygren,93104332,38.61,18.61,3.45,14.12,79.15,78.24,29.64,37.88,,{}
David Martínez,2000143321,67.21,78.67,29.45,83.03,60.55,20.42,8.67,51.7,,{}
Erik Botheim,53138885,15.94,10.79,10.61,24.97,55.82,44.36,6.42,9.7,,{}
